"""company""","""creation_date""","""approve_date""","""closed_date""","""po_no""","""po_status""","""line_num""","""line_type""","""item_number""","""item_description""","""inventory_type""","""main_category""","""group_category""","""sub_group_category""","""sub_sub_group_category""","""uom""","""buyer_name""","""vendor_no""","""vendor_name""","""payment_term""","""vendor_site_code""","""closed_code""","""header_cancel""","""line_cancel""","""quantity_received""","""quantity_accepted""","""quantity_rejected""","""quantity_cancelled""","""currency_code""","""rate""","""quantity""","""unit_price""","""amount""","""amount_egp"""
EGYLUX,2019-04-02 00:00:00,,,190230,Rejected,1,Goods,3089907541,"Lug, tight in cable lugs, for cable 50mm2, M14, code LCR-36CL08-50, for welding machine.",Spare parts,Electrical items,Electrical Miscellaneous,Cable lugs.,,Each,Buyer_05,9006,Vendor_142,14 days,Site_044,OPEN,Valid,Valid,0,0,0,0,EGP,1,25,9.75,243.75,243.75
EGYLUX,2019-04-02 00:00:00,,,190230,Rejected,2,Goods,3089906621,"Lug, tight in cable lugs, for cable 90mm2,  for welding machine.",Spare parts,Electrical items,Electrical Miscellaneous,Cable lugs.,,Each,Buyer_05,9006,Vendor_142,14 days,Site_044,OPEN,Valid,Valid,0,0,0,0,EGP,1,40,26,1040,1040
EMAS,2019-04-01 00:00:00,,,190222,Rejected,1,Goods,3081511297,"Heating element, 45KW, 400V, 65.03A, type:RC350C76, AMARC,  Pos. 4, Item no. 112308,assembly dwg.52-0015-002, Supplier:Danfoss Semco, Ref.no. 52-0015-00,FLS order: 4-1420253-460671A, for low pressure tank CO2 inertisation system 461.FI490",Spare parts,Electrical items,Fire fighting,Heating Element,,Each,Buyer_04,9151,Vendor_020,,Site_038,OPEN,Valid,Valid,0,0,0,0,EUR,19.9796,1,2700,2700,53944.92
ASF,2019-04-01 00:00:00,2019-04-10 00:00:00,2019-06-10 12:59:10,190223,Approved,1,Goods,4100108462,"Screw, hexagon head, M12X50, steel grade 8.8, DIN 933, black Steel",Spare parts,Mechanical items,Fasteners,Screw with its self locking nut.,,Each,Buyer_05,9014,Vendor_031,14 days,Site_052,CLOSED,Valid,Valid,3000,3000,0,0,EGP,1,3000,1.25,3750,3750
EMAS,2019-04-01 00:00:00,2019-04-10 00:00:00,2019-06-10 12:59:10,190223,Approved,2,Goods,4100309708,"Nut, self-locking, all metal, M12, steel class 8, DIN 980, standard type, normal metric thread",Spare parts,Mechanical items,Fasteners,Screw with its self locking nut.,,Each,Buyer_05,9014,Vendor_031,14 days,Site_052,CLOSED,Valid,Valid,3000,3000,0,0,EGP,1,3000,0.9,2700,2700
ASF,2019-04-01 00:00:00,2019-06-16 00:00:00,2019-12-25 13:53:38,190224,Approved,1,Goods,3059911403,"Housing bearing ,pos 8, for vibrator of packing machine.",Spare parts,Mechanical items,mechanical items for cement storage and dispatch area (600),Bearing Housing,,Each,Buyer_04,9128,Vendor_002,,Site_031,CLOSED,Valid,Valid,4,4,0,0,EUR,19.9796,4,210,840,16782.86
ESCC,2019-04-01 00:00:00,2019-04-16 00:00:00,,190225,Approved,1,Direct,,Platinum recasting of 4 Pt crucibles with the following weight 201.9864 gm,,,,Platinum crucibles recasting.,,Kilogram,Buyer_01,9063,Vendor_168,14 days,Site_100,OPEN,Valid,Valid,0.2019864,0.2019864,0,0,EGP,1,0.2019864,52000,10503.29,10503.29
ESCC,2019-03-31 00:00:00,2019-04-10 00:00:00,2019-05-05 16:31:59,190219,Approved,1,Goods,4100311190,"Nut, Torque all-metal hexagon, self-lock nut, M33, class 8, DIN 980",Spare parts,Mechanical items,Fasteners,Self locking nuts.,,Each,Buyer_05,9127,Vendor_045,14 days,Site_061,CLOSED,Valid,Valid,25,25,0,0,EGP,1,25,20,500,500
ESCC,2019-03-31 00:00:00,2019-04-10 00:00:00,2019-05-05 16:31:59,190219,Approved,2,Goods,4100311191,"Nut, self-locking, with nylon insert, standard type, M24, steel class 8, DIN 985, normal metric thread",Spare parts,Mechanical items,Fasteners,Self locking nuts.,,Each,Buyer_05,9127,Vendor_045,14 days,Site_061,CLOSED,Valid,Valid,50,50,0,0,EGP,1,50,4.5,225,225
EGYLUX,2019-03-31 00:00:00,2019-04-10 00:00:00,2019-04-18 10:51:41,190220,Approved,1,Goods,3130206620,"Cover, protection cover, with flange, for PT100, O.D = 45 mm, I.D = 23 mm, material Stainless Steel 446 and according to the attached drawings.",Spare parts,Electrical items,Instrumentation,Protection tube for PT100,,Each,Buyer_06,9047,Vendor_046,14 days,Site_107,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,1340,2680,2680
ESCC,2019-03-31 00:00:00,2019-04-16 00:00:00,2019-05-30 11:30:34,190221,Approved,1,Direct,,"Repair for chain wheel,  dwg.no. 1.136874, SPL 50030934, item no. 03.01.03.01, each consist of two halves,  for drive and driven shaft of all apron feeders, for crushers",,,,Repair of chain wheels.,,Set,Buyer_05,9093,Vendor_088,14 days,Site_064,CLOSED,Valid,Valid,4,4,0,0,EGP,1,4,6125,24500,24500
ASF,2019-03-28 00:00:00,2019-03-28 00:00:00,2019-04-22 14:44:59,190217,Approved,1,Capex,,Laptop HP 32 Maintenance some parts broken /Eng. Waleed ezz eldine,,,,,,Each,Buyer_02,9084,Vendor_094,Immediate,Site_105,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,614.04,614.04,614.04
ESCC,2019-03-28 00:00:00,2019-03-28 00:00:00,2019-04-22 14:44:59,190217,Approved,2,Capex,,Laptop HP proBook 4540s Wasn't work / Eng. Mahmoud Hasan,,,,,,Each,Buyer_02,9084,Vendor_094,Immediate,Site_105,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,219.3,219.3,219.3
EMAS,2019-03-28 00:00:00,2019-03-28 00:00:00,2019-04-22 14:44:59,190217,Approved,3,Capex,,maintenance laptop hb G62 for eJohn lotfy  (not working ),,,,,,Each,Buyer_02,9084,Vendor_094,Immediate,Site_105,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,350.88,350.88,350.88
EMAS,2019-03-28 00:00:00,2019-04-16 00:00:00,2019-05-05 11:26:14,190218,Approved,1,Goods,3051106362,"Tube, flexible, ( aluminum hose ), SRF2 x 250 mm x 5000 mm, material aluminum, for clinker crusher",Spare parts,Mechanical items,mechanical items for clinker production area (400),Tube for clinker crusher.,,Each,Buyer_01,9153,Vendor_093,Immediate,Site_013,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,280,560,560
EGYLUX,2019-03-27 00:00:00,2019-06-16 00:00:00,2019-11-04 11:40:55,190216,Approved,1,Goods,3010409191,"Kit, repair kit for hydraulic nut type TENTEC 81906, HTT. 7011.000C, 7011.008A, max. working pressure 1500 bar, M.W.L 3003.90 KN, piston stroke 10 mm, H.P.A 20031.24 square mm, HTT. 7011.006A",Spare parts,Mechanical items,Mechanical Miscellaneous,Repair Kit,,Kit,Buyer_04,9022,Vendor_023,,Site_041,CLOSED,Valid,Valid,2,2,0,0,USD,17.554,2,194,388,6810.95
EMAS,2019-03-26 00:00:00,2019-04-07 00:00:00,2019-05-06 12:30:35,190214,Approved,1,Direct,,"Rod, round, diameter 130 mm, , material steel 52.",,,,Complementary for PO # 190100,,Kilogram,Buyer_01,9003,Vendor_104,Immediate,Site_054,CLOSED,Valid,Valid,22,22,0,0,EGP,1,22,20,440,440
ASF,2019-03-26 00:00:00,,,190215,Rejected,1,Direct,,"Chroma Luminaire Die Cast aluminum with 250W Metal Halide Osram Lamp ,EgyLux IP65 ,Ballast&capacitor: Europe.",,,,The lighting of the warehouse,,Each,Buyer_06,9005,Vendor_042,14 days,Site_030,OPEN,Valid,Valid,0,0,0,0,EGP,1,20,1083.95,21679,21679
ESCC,2019-03-24 00:00:00,2019-06-16 00:00:00,2019-09-26 12:12:23,190212,Approved,1,Goods,3100511406,"Motor, geared motor, helical gear, type R107DRS132S4, replacement for SN 65.0153619601.0001.09, Power 5.5Kw,ratio 1445/30 rpm, for rotary feeder 351.RF360.",Spare parts,motors,motors,Geared motor for 351-RF360,,Each,Buyer_06,9088,Vendor_150,Immediate,Site_107,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,48000,48000,48000
EGYLUX,2019-03-24 00:00:00,2019-06-16 00:00:00,2019-09-26 10:19:24,190213,Approved,1,Goods,3130202788,"Sensor, Vibration Velocity Sensor, type VS-068, for horizontal measuring direction,with 5 M cable manufacturer Schenck.",Spare parts,Electrical items,Instrumentation,Velocity sensor,,Each,Buyer_06,9152,Vendor_070,Immediate,Site_088,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,18900,37800,37800
ESCC,2019-03-21 00:00:00,2019-05-14 00:00:00,2023-01-04 16:16:22,190210,Approved,1,Direct,,"16,000 hrs. Kit  for complete overhaul of screw compressors Atlas Copco type ""GA 132W-8.5,serial no. S99698901-4"" and type ""GA 110W-8.5,serial no. S99700901-4""",,,,Compressor S-P,,Each,Buyer_04,9022,Vendor_023,,Site_041,CLOSED,Valid,Valid,4,4,0,0,USD,17.554,4,2680.72,10722.88,188229.44
ESCC,2019-03-21 00:00:00,2019-05-14 00:00:00,2023-01-04 16:16:22,190210,Approved,2,Direct,,"Absorber  for 48,000 complete overhaul for screw compressors Atlas Copco type ""GA 132W-8.5,serial no. S99698901-4"" and type ""GA 110W-8.5,serial no. S99700901-4""",,,,Compressor S-P,,Each,Buyer_04,9022,Vendor_023,,Site_041,CLOSED,Valid,Valid,4,4,0,0,USD,17.554,4,525.53,2102.12,36900.61
ASF,2019-03-21 00:00:00,2019-05-14 00:00:00,2023-01-04 16:16:22,190210,Approved,3,Direct,,"Buffers for 48,000 complete overhaul for screw compressors Atlas Copco type ""GA 132W-8.5,serial no. S99698901-4"" and type ""GA 110W-8.5,serial no. S99700901-4""",,,,Compressor S-P,,Each,Buyer_04,9022,Vendor_023,,Site_041,CLOSED,Valid,Valid,16,16,0,0,USD,17.554,16,25.02,400.32,7027.22
EMAS,2019-03-21 00:00:00,2019-05-14 00:00:00,2023-01-04 16:16:22,190210,Approved,4,Direct,,"Cooler Kit  for 48,000 complete overhaul for screw compressors Atlas Copco type ""GA 132W-8.5,serial no. S99698901-4"" and type ""GA 110W-8.5,serial no. S99700901-4""",,,,Compressor S-P,,Each,Buyer_04,9022,Vendor_023,,Site_041,CLOSED,Valid,Valid,4,4,0,0,USD,17.554,4,200.2,800.8,14057.24
EMAS,2019-03-21 00:00:00,2019-05-14 00:00:00,2023-01-04 16:16:22,190210,Approved,5,Direct,,"EWD  for 48,000 complete overhaul for screw compressors Atlas Copco type ""GA 132W-8.5,serial no. S99698901-4"" and type ""GA 110W-8.5,serial no. S99700901-4""",,,,Compressor S-P,,Each,Buyer_04,9022,Vendor_023,,Site_041,CLOSED,Valid,Valid,4,4,0,0,USD,17.554,4,150.15,600.6,10542.93
ESCC,2019-03-21 00:00:00,2019-05-14 00:00:00,2023-01-04 16:16:22,190210,Approved,6,Direct,,"Element Exchange Kit for 48,000 complete overhaul for screw compressors Atlas Copco type ""GA 132W-8.5,serial no. S99698901-4"" and type ""GA 110W-8.5,serial no. S99700901-4""",,,,Compressor S-P,,Each,Buyer_04,9022,Vendor_023,,Site_041,CLOSED,Valid,Valid,4,4,0,0,USD,17.554,4,749.95,2999.8,52658.49
EGYLUX,2019-03-21 00:00:00,2019-05-14 00:00:00,2023-01-04 16:16:22,190210,Approved,7,Direct,,"Element Pads for 48,000 complete overhaul for screw compressors Atlas Copco type ""GA 132W-8.5,serial no. S99698901-4"" and type ""GA 110W-8.5,serial no. S99700901-4""",,,,Compressor S-P,,Each,Buyer_04,9022,Vendor_023,,Site_041,CLOSED,Valid,Valid,8,8,0,0,USD,17.554,8,75.08,600.64,10543.63
EMAS,2019-03-21 00:00:00,2019-05-14 00:00:00,2023-01-04 16:16:22,190210,Approved,8,Direct,,"Gear Box Kit  for 48,000 complete overhaul for screw compressors Atlas Copco type ""GA 132W-8.5,serial no. S99698901-4"" and type ""GA 110W-8.5,serial no. S99700901-4""",,,,Compressor S-P,,Each,Buyer_04,9022,Vendor_023,,Site_041,CLOSED,Valid,Valid,4,4,0,0,USD,17.554,4,820.7,3282.8,57626.27
EGYLUX,2019-03-21 00:00:00,2019-05-14 00:00:00,2023-01-04 16:16:22,190210,Approved,9,Direct,,"Motor Pad  for 48,000 complete overhaul for screw compressors Atlas Copco type ""GA 132W-8.5,serial no. S99698901-4"" and type ""GA 110W-8.5,serial no. S99700901-4""",,,,Compressor S-P,,Each,Buyer_04,9022,Vendor_023,,Site_041,CLOSED,Valid,Valid,4,4,0,0,USD,17.554,4,58.01,232.04,4073.23
EMAS,2019-03-21 00:00:00,2019-05-14 00:00:00,2023-01-04 16:16:22,190210,Approved,10,Direct,,"New Element  for 48,000 complete overhaul for screw compressors Atlas Copco type ""GA 132W-8.5,serial no. S99698901-4"" and type ""GA 110W-8.5,serial no. S99700901-4""",,,,Compressor S-P,,Each,Buyer_04,9022,Vendor_023,,Site_041,CLOSED,Valid,Valid,4,4,0,0,USD,17.554,4,11597.34,46389.36,814318.83
EGYLUX,2019-03-21 00:00:00,2019-05-14 00:00:00,2023-01-04 16:16:22,190210,Approved,11,Direct,,"Thermostat  for 48,000 complete overhaul for screw compressors Atlas Copco type ""GA 132W-8.5,serial no. S99698901-4"" and type ""GA 110W-8.5,serial no. S99700901-4""",,,,Compressor S-P,,Each,Buyer_04,9022,Vendor_023,,Site_041,CLOSED,Valid,Valid,4,4,0,0,USD,17.554,4,394.08,1576.32,27670.72
ASF,2019-03-21 00:00:00,2019-05-15 00:00:00,2023-01-04 16:16:22,190211,Approved,1,Direct,,"New Element  for 48,000 complete overhaul for screw compressors Atlas Copco type ""GA 132W-8.5,serial no. S99698901-4"" and type ""GA 110W-8.5,serial no. S99700901-4""",,,,Compressors S-P,,Each,Buyer_04,9022,Vendor_023,,Site_041,CLOSED,Valid,Valid,4,4,0,0,USD,17.554,4,11597.34,46389.36,814318.83
EGYLUX,2019-03-21 00:00:00,2019-05-15 00:00:00,2023-01-04 16:16:22,190211,Approved,2,Direct,,"Element Exchange Kit for 48,000 complete overhaul for screw compressors Atlas Copco type ""GA 132W-8.5,serial no. S99698901-4"" and type ""GA 110W-8.5,serial no. S99700901-4""",,,,Compressors S-P,,Each,Buyer_04,9022,Vendor_023,,Site_041,CLOSED,Valid,Valid,4,4,0,0,USD,17.554,4,749.95,2999.8,52658.49
ASF,2019-03-21 00:00:00,2019-05-15 00:00:00,2023-01-04 16:16:22,190211,Approved,3,Direct,,"Gear Box Kit  for 48,000 complete overhaul for screw compressors Atlas Copco type ""GA 132W-8.5,serial no. S99698901-4"" and type ""GA 110W-8.5,serial no. S99700901-4""",,,,Compressors S-P,,Each,Buyer_04,9022,Vendor_023,,Site_041,CLOSED,Valid,Valid,4,4,0,0,USD,17.554,4,820.7,3282.8,57626.27
ASF,2019-03-21 00:00:00,2019-05-15 00:00:00,2023-01-04 16:16:22,190211,Approved,4,Direct,,"16,000 hrs. Kit  for complete overhaul of screw compressors Atlas Copco type ""GA 132W-8.5,serial no. S99698901-4"" and type ""GA 110W-8.5,serial no. S99700901-4""",,,,Compressors S-P,,Each,Buyer_04,9022,Vendor_023,,Site_041,CLOSED,Valid,Valid,4,4,0,0,USD,17.554,4,2680.72,10722.88,188229.44
EGYLUX,2019-03-21 00:00:00,2019-05-15 00:00:00,2023-01-04 16:16:22,190211,Approved,5,Direct,,"Thermostat  for 48,000 complete overhaul for screw compressors Atlas Copco type ""GA 132W-8.5,serial no. S99698901-4"" and type ""GA 110W-8.5,serial no. S99700901-4""",,,,Compressors S-P,,Each,Buyer_04,9022,Vendor_023,,Site_041,CLOSED,Valid,Valid,4,4,0,0,USD,17.554,4,394.08,1576.32,27670.72
ASF,2019-03-21 00:00:00,2019-05-15 00:00:00,2023-01-04 16:16:22,190211,Approved,6,Direct,,"EWD  for 48,000 complete overhaul for screw compressors Atlas Copco type ""GA 132W-8.5,serial no. S99698901-4"" and type ""GA 110W-8.5,serial no. S99700901-4""",,,,Compressors S-P,,Each,Buyer_04,9022,Vendor_023,,Site_041,CLOSED,Valid,Valid,4,4,0,0,USD,17.554,4,150.15,600.6,10542.93
ESCC,2019-03-21 00:00:00,2019-05-15 00:00:00,2023-01-04 16:16:22,190211,Approved,7,Direct,,"Cooler Kit  for 48,000 complete overhaul for screw compressors Atlas Copco type ""GA 132W-8.5,serial no. S99698901-4"" and type ""GA 110W-8.5,serial no. S99700901-4""",,,,Compressors S-P,,Each,Buyer_04,9022,Vendor_023,,Site_041,CLOSED,Valid,Valid,4,4,0,0,USD,17.554,4,200.2,800.8,14057.24
ASF,2019-03-21 00:00:00,2019-05-15 00:00:00,2023-01-04 16:16:22,190211,Approved,8,Direct,,"Absorber  for 48,000 complete overhaul for screw compressors Atlas Copco type ""GA 132W-8.5,serial no. S99698901-4"" and type ""GA 110W-8.5,serial no. S99700901-4""",,,,Compressors S-P,,Each,Buyer_04,9022,Vendor_023,,Site_041,CLOSED,Valid,Valid,4,4,0,0,USD,17.554,4,525.53,2102.12,36900.61
EMAS,2019-03-21 00:00:00,2019-05-15 00:00:00,2023-01-04 16:16:22,190211,Approved,9,Direct,,"Motor Pad  for 48,000 complete overhaul for screw compressors Atlas Copco type ""GA 132W-8.5,serial no. S99698901-4"" and type ""GA 110W-8.5,serial no. S99700901-4""",,,,Compressors S-P,,Each,Buyer_04,9022,Vendor_023,,Site_041,CLOSED,Valid,Valid,4,4,0,0,USD,17.554,4,58.01,232.04,4073.23
EGYLUX,2019-03-21 00:00:00,2019-05-15 00:00:00,2023-01-04 16:16:22,190211,Approved,10,Direct,,"Element Pads for 48,000 complete overhaul for screw compressors Atlas Copco type ""GA 132W-8.5,serial no. S99698901-4"" and type ""GA 110W-8.5,serial no. S99700901-4""",,,,Compressors S-P,,Each,Buyer_04,9022,Vendor_023,,Site_041,CLOSED,Valid,Valid,8,8,0,0,USD,17.554,8,75.08,600.64,10543.63
ESCC,2019-03-21 00:00:00,2019-05-15 00:00:00,2023-01-04 16:16:22,190211,Approved,11,Direct,,"Buffers for 48,000 complete overhaul for screw compressors Atlas Copco type ""GA 132W-8.5,serial no. S99698901-4"" and type ""GA 110W-8.5,serial no. S99700901-4""",,,,Compressors S-P,,Each,Buyer_04,9022,Vendor_023,,Site_041,CLOSED,Valid,Valid,16,16,0,0,USD,17.554,16,25.02,400.32,7027.22
EGYLUX,2019-03-20 00:00:00,,,190203,Rejected,1,Goods,3080201382,"Bulb, fluorescent, 18w, 220vac, length 60cm, for lighting Osram.",Spare parts,Electrical items,Electrical Miscellaneous,Lighting,,Each,Buyer_06,9006,Vendor_142,14 days,Site_044,OPEN,Valid,Valid,0,0,0,0,EGP,1,150,7.45,1117.5,1117.5
EMAS,2019-03-20 00:00:00,,,190203,Rejected,2,Goods,3080201383,"Bulb, fluorescent, 36w, 220vac, length 120cm, Osram.",Spare parts,Electrical items,Electrical Miscellaneous,Lighting,,Each,Buyer_06,9006,Vendor_142,14 days,Site_044,OPEN,Valid,Valid,0,0,0,0,EGP,1,300,8.35,2505,2505
EMAS,2019-03-20 00:00:00,,,190204,Rejected,1,Goods,4090811335,"Pipe, square, size 80 X 80 X 5 mm, recommended  length 6000 mm, material st. 37",Spare parts,Mechanical items,Workshop material,Workshop materials for harrow tooth racks of reclaimer.,,kiloGram,Buyer_01,9031,Vendor_040,30 days,Site_085,OPEN,Valid,Valid,0,0,0,0,EGP,1,378,12,4536,4536
EMAS,2019-03-20 00:00:00,2019-03-31 00:00:00,,190205,Approved,2,Direct,,"Hard facing , one side of the roller segments and the table for cement mill 2.",,,,Hard Facing,,Kilogram,Buyer_04,9040,Vendor_135,,Site_050,OPEN,Valid,Valid,2387,2387,0,0,EUR,19.9796,3000,26.15,78450,1567399.62
ASF,2019-03-20 00:00:00,2019-03-31 00:00:00,,190205,Approved,3,Direct,,"Hard facing , the table segments for coal mill.",,,,Hard Facing,,Kilogram,Buyer_04,9040,Vendor_135,,Site_050,OPEN,Valid,Valid,0,0,0,0,EUR,19.9796,1000,23.4,23400,467522.64
ASF,2019-03-20 00:00:00,2019-05-14 00:00:00,2021-05-31 08:54:37,190206,Approved,1,Direct,,"24,000 hrs overhaul, Complete overhaul including ( element overhaul, overhaul kits, oil,  ..., etc ) for screw comressor ""742.CP110"", type"" GA 110W-8.5, Atlas copco,serial no. S99700901",,,,"24,000 hrs, items need to complete overhaul for screw compressors.",,Each,Buyer_01,9022,Vendor_023,30 days,Site_058,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,59000,59000,59000
EGYLUX,2019-03-20 00:00:00,2019-05-14 00:00:00,2021-05-31 08:54:37,190206,Approved,2,Direct,,"24,000 hrs overhaul, Complete overhaul including ( element overhaul, overhaul kits, oil,  ..., etc ) for screw comressor ""742.CP111"", type"" GA 110W-8.5, Atlas copco,serial no. S99700902",,,,"24,000 hrs, items need to complete overhaul for screw compressors.",,Each,Buyer_01,9022,Vendor_023,30 days,Site_058,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,59000,59000,59000
EGYLUX,2019-03-20 00:00:00,2019-05-14 00:00:00,2021-05-31 08:54:37,190206,Approved,3,Direct,,"24,000 hrs overhaul, Complete overhaul including ( element overhaul, overhaul kits, oil,  ..., etc ) for screw comressor ""742.CP112"", type"" GA 110W-8.5, Atlas copco,serial no. S99700903",,,,"24,000 hrs, items need to complete overhaul for screw compressors.",,Each,Buyer_01,9022,Vendor_023,30 days,Site_058,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,59000,59000,59000
ESCC,2019-03-20 00:00:00,2019-05-14 00:00:00,2021-05-31 08:54:37,190206,Approved,4,Direct,,"24,000 hrs overhaul, Complete overhaul including ( element overhaul, overhaul kits, oil,  ..., etc ) for screw comressor ""742.CP113"", type"" GA 110W-8.5, Atlas copco,serial no. S99700904",,,,"24,000 hrs, items need to complete overhaul for screw compressors.",,Each,Buyer_01,9022,Vendor_023,30 days,Site_058,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,59000,59000,59000
ESCC,2019-03-20 00:00:00,2019-04-07 00:00:00,2019-04-23 12:33:24,190207,Approved,1,Goods,4100105552,"Screw, cap, socket head, M30X90, steel grade 8.8, DIN 912, black steel",Spare parts,Mechanical items,Fasteners,Cap socket head screw.,,Each,Buyer_05,9093,Vendor_088,14 days,Site_064,CLOSED,Valid,Valid,400,400,0,0,EGP,1,400,38.5,15400,15400
EGYLUX,2019-03-20 00:00:00,2019-06-16 00:00:00,2019-09-02 14:48:31,190208,Approved,1,Goods,4100111330,"Screw, hexagon head, M48X305, steel grade 8.8, DIN 931",Spare parts,Mechanical items,Fasteners,Hexagon head screw.,,Each,Buyer_05,9131,Vendor_052,14 days,Site_057,CLOSED,Valid,Valid,10,10,0,0,EGP,1,10,280,2800,2800
ASF,2019-03-20 00:00:00,2019-05-21 00:00:00,2019-07-03 12:00:35,190209,Approved,1,Goods,4990503291,"Chemical, Scale Inhibitor, Zinc, type 20C09, net weight 30 kg, supplier Nile for water treatment, for plant water treatment",,,mechanical items for utilities area (700),Chemicals for plant water treatment.,,Kilogram,Buyer_01,9150,Vendor_065,30 days,Site_098,CLOSED,Valid,Valid,480,480,0,0,EGP,1,480,55.5,26640,26640
EMAS,2019-03-20 00:00:00,2019-05-21 00:00:00,2019-07-03 12:00:35,190209,Approved,2,Goods,4990503292,"Chemical, Oxidizing Biocide, Chlorine, type CL 12% liquid, net weight 1000 Liter, supplier Nile for water treatment, for plant water treatment",Spare parts,Mechanical items,mechanical items for utilities area (700),Chemicals for plant water treatment.,,Kilogram,Buyer_01,9150,Vendor_065,30 days,Site_098,CLOSED,Valid,Valid,1000,1000,0,0,EGP,1,1000,5.25,5250,5250
EGYLUX,2019-03-20 00:00:00,2019-05-21 00:00:00,2019-07-03 12:00:35,190209,Approved,3,Goods,4990503293,"Chemical, Corrosion Inhibitor, Organic phosphate, type 20C06, net weight 28 kg, supplier Nile for water treatment, for plant water treatment",Spare parts,Mechanical items,mechanical items for utilities area (700),Chemicals for plant water treatment.,,Kilogram,Buyer_01,9150,Vendor_065,30 days,Site_098,CLOSED,Valid,Valid,896,896,0,0,EGP,1,896,42.55,38124.8,38124.8
ESCC,2019-03-19 00:00:00,,,190202,Rejected,1,Direct,,Fluke 568 Infrared and Contact Thermometer.,,,,Infrared Fluk for utility Dpt.,,Each,Buyer_06,9026,Vendor_116,14 days,Site_106,OPEN,Valid,Valid,0,0,0,0,EGP,1,2,11000,22000,22000
ASF,2019-03-18 00:00:00,2019-06-16 00:00:00,2019-08-20 15:20:12,190199,Approved,1,Goods,3030610976,"Coupling, HRC 110, complete with rubber element",Spare parts,Mechanical items,Couplings,Coupling.,,Each,Buyer_01,9106,Vendor_054,30 days,Site_107,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,500,1000,1000
EGYLUX,2019-03-18 00:00:00,2019-03-31 00:00:00,2019-04-14 13:11:11,190200,Requires Reapproval,1,Direct,,3M Connection With Resin Unit 1*50 mm2.,,,, Well master hose anf marine cables,,Each,Buyer_06,9103,Vendor_090,14 days,Site_045,CLOSED,Canceled,Canceled,0,0,0,4,EGP,1,0,465,0,0
EGYLUX,2019-03-18 00:00:00,2019-03-31 00:00:00,2019-04-14 13:11:11,190200,Requires Reapproval,2,Direct,,"Marine cable, 1 X 50 mm, code: HO7RN-F.",,,, Well master hose anf marine cables,,meter,Buyer_06,9103,Vendor_090,14 days,Site_045,CLOSED,Canceled,Canceled,0,0,0,800,EGP,1,0,111,0,0
